Host_is_superhost,Host_identity_verified,Neighbourhood,Room_type,Accommodates,Essentials,Cooking,Balcony,Parking,Price,Number_of_reviews,Review_scores_rating,Instant_bookable,Month,Decision
1,0,28704,Entire home/apt,6,5,5,1,1,97.0,19,5.0,0,August,0
1,1,28801,Private room,3,5,0,1,1,176.0,8,4.88,1,June,1
1,1,28805,Entire home/apt,2,2,4,0,1,69.0,60,4.85,0,July,0
1,1,28806,Entire home/apt,3,5,3,0,1,40.0,206,4.83,1,July,0
1,1,28715,Entire home/apt,4,5,3,0,0,110.0,15,5.0,0,July,0
1,1,28704,Entire home/apt,8,5,5,1,1,350.0,15,4.93,1,June,0
1,1,28801,Private room,2,4,1,1,1,97.0,791,4.85,1,July,1
1,1,28803,Entire home/apt,14,5,5,1,1,289.0,183,4.94,1,June,1
0,1,28801,Private room,4,5,3,1,1,100.0,10,4.8,1,July,1
1,1,28804,Entire home/apt,8,5,5,1,1,329.0,14,4.75,1,June,1
1,1,28806,Entire home/apt,6,5,5,1,1,273.0,347,4.97,1,September,1
1,0,28804,Entire home/apt,6,5,4,0,1,250.0,92,4.95,0,August,0
1,1,28804,Entire home/apt,6,5,5,1,1,202.0,290,4.83,0,August,1
1,1,28806,Entire home/apt,2,5,5,1,1,103.0,103,5.0,1,September,0
1,1,28806,Entire home/apt,8,5,5,1,1,316.0,47,5.0,0,June,0
1,0,28732,Private room,3,5,2,0,1,43.0,141,4.96,1,June,1
0,1,28803,Entire home/apt,4,4,1,1,1,100.0,0,0.0,0,July,0
1,1,28804,Entire home/apt,4,5,4,1,1,289.0,109,4.99,1,September,0
1,1,28806,Entire home/apt,4,5,4,0,1,98.0,33,4.94,0,September,0
1,1,28704,Entire home/apt,2,5,4,1,1,95.0,13,4.62,0,August,1
0,0,28801,Entire home/apt,2,5,2,0,1,74.0,32,4.97,0,September,0
0,1,28805,Entire home/apt,3,5,5,1,1,100.0,0,0.0,1,June,0
1,0,28805,Entire home/apt,6,5,4,1,1,131.0,39,4.95,1,July,1
1,1,28806,Shared room,1,5,5,1,1,33.0,89,4.71,1,June,1
1,1,28806,Entire home/apt,4,5,3,0,1,81.0,9,4.89,0,July,1
1,1,28805,Entire home/apt,2,2,4,0,1,63.0,61,4.85,0,August,0
1,1,28732,Entire home/apt,4,5,3,1,1,102.0,175,4.97,1,July,1
1,1,28803,Entire home/apt,6,5,4,1,1,238.0,12,4.75,1,September,1
1,0,28806,Entire home/apt,6,5,5,1,1,179.0,50,4.96,1,September,1
1,1,28804,Entire home/apt,6,5,5,1,1,183.0,297,4.84,0,September,1
1,1,28806,Private room,2,5,1,1,1,117.0,9,4.89,0,July,1
0,0,28801,Entire home/apt,4,5,5,1,1,82.0,0,0.0,1,September,0
0,1,28806,Private room,2,5,3,0,1,83.0,164,4.73,1,July,0
1,1,28805,Entire home/apt,2,4,1,0,1,106.0,524,4.87,1,September,0
1,0,28806,Entire home/apt,6,5,5,0,1,275.0,19,5.0,0,August,0
1,1,28806,Entire home/apt,2,5,2,1,1,138.0,59,4.92,0,June,0
0,1,28806,Entire home/apt,4,5,5,1,1,180.0,234,4.93,0,June,0
1,1,28801,Entire home/apt,2,4,1,0,1,159.0,95,4.87,1,August,1
1,0,28806,Entire home/apt,2,5,3,0,1,60.0,19,4.79,0,June,1
1,0,28732,Entire home/apt,4,5,5,1,1,129.0,20,4.95,0,September,0
1,1,28805,Entire home/apt,6,5,5,1,1,247.0,3,5.0,0,July,1
1,1,28801,Private room,2,5,5,1,1,145.0,277,4.98,0,June,1
1,1,28801,Private room,5,4,1,0,1,95.0,181,4.99,0,September,0
1,1,28803,Entire home/apt,8,5,5,1,1,313.0,41,4.9,1,July,0
0,0,28805,Entire home/apt,2,5,3,0,0,303.0,0,0.0,1,August,0
1,1,28801,Entire home/apt,5,5,2,1,1,236.0,157,4.87,1,July,1
1,1,28806,Entire home/apt,6,5,5,1,1,149.0,156,4.71,1,July,1
0,0,28704,Entire home/apt,2,4,1,0,1,125.0,6,4.67,1,September,0
0,1,28803,Entire home/apt,6,5,5,1,1,95.0,1,5.0,1,August,0
0,1,28801,Private room,2,4,0,0,1,70.0,39,4.89,0,July,0
1,1,28806,Entire home/apt,4,5,5,1,1,120.0,2,5.0,1,July,0
1,1,28806,Entire home/apt,3,5,3,1,1,78.0,197,4.95,0,July,1
1,0,28806,Entire home/apt,2,5,5,1,1,95.0,35,4.97,1,August,1
1,1,28704,Entire home/apt,4,4,1,0,1,88.0,177,4.99,1,September,1
1,1,28806,Entire home/apt,6,5,5,1,1,296.0,29,4.86,0,June,0
1,0,28806,Entire home/apt,6,5,5,1,1,146.0,65,4.97,1,August,1
0,1,28806,Entire home/apt,2,5,5,1,1,109.0,67,4.67,1,September,1
0,1,28806,Entire home/apt,4,5,0,0,1,149.0,0,0.0,0,August,0
1,0,28805,Entire home/apt,2,5,4,1,1,135.0,83,4.92,0,June,0
1,1,28806,Entire home/apt,2,5,5,1,1,63.0,6,5.0,0,June,0
1,1,28804,Entire home/apt,4,5,5,1,1,159.0,82,4.82,0,July,0
1,1,28704,Private room,3,5,5,1,1,55.0,147,4.97,1,July,1
0,1,28805,Entire home/apt,2,5,2,1,1,105.0,12,5.0,0,August,0
0,1,28805,Entire home/apt,6,5,4,1,1,250.0,44,4.75,1,July,1
1,1,28801,Entire home/apt,6,5,5,0,1,481.0,12,4.83,1,September,1
1,1,28806,Entire home/apt,3,5,4,1,1,122.0,109,4.94,0,July,1
1,1,28806,Entire home/apt,2,5,3,1,1,67.0,117,4.97,1,June,0
1,0,28732,Entire home/apt,4,5,5,0,1,88.0,209,4.95,0,August,0
1,1,28801,Entire home/apt,5,5,5,0,1,153.0,450,4.82,0,July,1
1,1,28801,Private room,3,5,1,0,1,189.0,2,5.0,1,September,1
1,1,28704,Entire home/apt,10,4,0,0,1,410.0,7,5.0,0,August,1
1,1,28806,Entire home/apt,6,5,5,1,1,129.0,104,4.98,1,September,1
1,0,28806,Entire home/apt,2,5,3,1,1,55.0,93,4.9,1,July,0
1,1,28806,Entire home/apt,16,5,5,1,1,875.0,2,5.0,0,June,1
0,0,28805,Private room,2,2,0,0,0,1886.0,0,0.0,1,August,0
1,1,28804,Entire home/apt,2,5,5,1,1,295.0,13,4.92,1,August,1
1,1,28806,Entire home/apt,2,5,3,1,1,96.0,142,4.94,1,June,0
1,0,28805,Entire home/apt,4,5,4,1,1,111.0,36,4.94,1,June,0
1,1,28801,Entire home/apt,4,4,4,0,1,224.0,73,4.77,1,August,1
1,1,28803,Entire home/apt,6,4,1,0,1,263.0,147,4.97,0,September,1
1,1,28803,Private room,3,5,5,1,1,90.0,11,5.0,1,July,1
0,1,28805,Entire home/apt,4,5,3,0,1,49.0,179,4.87,1,August,0
0,1,28804,Entire home/apt,4,5,5,0,1,95.0,0,0.0,1,June,1
1,1,28805,Entire home/apt,6,5,5,1,1,425.0,77,4.97,1,August,1
1,1,28801,Private room,1,5,1,1,1,52.0,98,4.9,0,August,1
1,0,28715,Entire home/apt,4,5,5,0,1,130.0,3,4.67,0,September,1
1,1,28806,Entire home/apt,4,3,5,1,1,180.0,76,4.89,0,July,1
1,1,28804,Entire home/apt,2,5,5,0,1,71.0,51,4.73,1,August,1
1,1,28803,Entire home/apt,4,4,4,0,1,201.0,10,5.0,1,July,0
1,1,28801,Entire home/apt,2,5,3,0,1,130.0,120,4.91,0,September,0
1,1,28801,Entire home/apt,6,4,4,0,1,352.0,36,4.81,1,July,1
1,1,28806,Entire home/apt,5,5,1,1,1,129.0,512,4.93,0,September,1
1,1,28803,Private room,2,5,2,1,1,33.0,140,4.86,1,July,0
1,1,28804,Entire home/apt,4,5,5,1,1,160.0,157,4.99,0,August,0
1,1,28805,Entire home/apt,2,5,2,0,1,85.0,76,4.96,0,June,0
0,1,28806,Entire home/apt,6,5,0,0,1,104.0,6,5.0,1,June,0
1,0,28806,Entire home/apt,6,5,5,1,1,250.0,51,4.84,1,July,0
0,1,28806,Entire home/apt,2,5,5,0,1,84.0,2,4.5,0,July,0
1,1,28805,Entire home/apt,4,5,5,1,1,225.0,44,4.98,0,July,1
1,1,28806,Entire home/apt,4,5,5,1,1,185.0,20,4.9,1,June,0
1,1,28806,Entire home/apt,3,5,4,1,1,113.0,169,4.9,1,September,0
1,1,28801,Entire home/apt,5,5,3,1,1,203.0,114,4.98,0,July,1
1,1,28803,Entire home/apt,4,5,5,1,1,87.0,107,4.89,1,September,0
1,0,28704,Entire home/apt,4,5,3,0,1,60.0,97,4.95,0,August,1
1,1,28806,Entire home/apt,6,5,5,1,1,296.0,29,4.86,0,July,0
1,1,28803,Private room,2,5,5,1,1,45.0,93,4.96,0,July,1
1,1,28806,Entire home/apt,7,5,5,1,1,236.0,187,4.93,1,June,1
0,0,28801,Entire home/apt,2,5,2,1,1,94.0,41,4.66,1,September,1
1,1,28804,Entire home/apt,5,5,5,1,1,199.0,23,4.87,0,June,0
1,1,28801,Entire home/apt,4,5,5,1,1,287.0,12,4.5,1,August,1
0,1,28804,Entire home/apt,2,5,4,1,1,106.0,9,5.0,0,September,0
1,1,28806,Entire home/apt,4,5,3,1,1,134.0,58,4.97,1,August,1
1,1,28804,Entire home/apt,2,5,5,1,1,56.0,13,5.0,0,August,0
1,1,28805,Entire home/apt,4,5,5,1,1,261.0,28,4.96,1,June,1
1,1,28806,Entire home/apt,4,5,1,1,1,123.0,182,4.81,1,July,1
1,1,28704,Entire home/apt,4,5,5,1,1,149.0,26,4.92,1,June,0
1,1,28704,Entire home/apt,3,5,3,1,1,100.0,38,5.0,1,August,1
1,1,28801,Entire home/apt,8,3,4,0,1,481.0,58,4.83,1,June,1
1,0,28704,Entire home/apt,6,5,5,1,1,155.0,132,4.93,0,September,0
1,0,28803,Entire home/apt,4,5,4,1,1,145.0,28,4.96,0,July,0
1,1,28804,Entire home/apt,2,5,4,1,1,112.0,238,4.94,1,September,0
1,1,28805,Entire home/apt,2,5,4,1,1,113.0,92,4.96,1,August,1
1,1,28806,Entire home/apt,7,5,5,1,1,175.0,35,5.0,0,September,1
0,1,28806,Private room,2,5,3,1,1,95.0,13,5.0,0,June,1
0,1,28803,Entire home/apt,4,5,5,1,1,185.0,1,5.0,1,September,0
1,1,28805,Entire home/apt,8,5,5,1,1,566.0,18,4.94,1,August,1
1,1,28804,Entire home/apt,8,5,5,1,1,239.0,201,4.84,1,August,1
1,1,28803,Private room,6,5,3,0,1,70.0,86,5.0,1,August,0
1,1,28806,Entire home/apt,6,5,5,0,1,331.0,0,0.0,1,June,1
1,1,28704,Entire home/apt,6,5,5,0,1,237.0,0,0.0,1,June,1
1,1,28803,Entire home/apt,2,5,3,1,1,88.0,239,4.93,0,June,1
1,1,28806,Entire home/apt,2,2,0,0,1,53.0,64,4.84,1,August,1
1,1,28806,Entire home/apt,3,5,3,1,1,85.0,140,4.93,1,June,0
1,1,28806,Entire home/apt,2,5,5,1,1,75.0,124,4.99,0,July,0
0,1,28806,Entire home/apt,16,5,3,0,1,336.0,10,4.8,1,June,1
0,0,28804,Private room,2,5,3,0,0,709.0,0,0.0,1,August,1
1,0,28801,Private room,2,4,1,0,1,175.0,19,4.95,1,June,1
1,1,28801,Entire home/apt,6,5,5,1,1,174.0,58,4.76,1,September,1
1,1,28806,Entire home/apt,2,5,3,1,1,75.0,177,4.99,0,June,0
1,0,28806,Entire home/apt,2,5,5,0,1,120.0,109,4.99,1,August,0
1,1,28801,Entire home/apt,2,4,5,1,1,100.0,10,5.0,1,August,0
1,1,28805,Private room,2,5,3,1,1,48.0,43,4.86,1,June,1
1,0,28704,Entire home/apt,8,5,4,0,1,399.0,11,4.91,1,June,0
1,1,28805,Entire home/apt,6,5,5,1,1,168.0,104,4.9,1,September,0
0,1,28806,Entire home/apt,5,4,4,1,1,95.0,100,4.87,0,August,0
0,0,28805,Entire home/apt,2,5,3,0,0,1891.0,0,0.0,1,June,0
1,1,28806,Entire home/apt,14,5,5,1,1,272.0,37,5.0,0,August,1
1,1,28801,Entire home/apt,4,5,3,0,1,179.0,5,5.0,1,September,1
1,0,28801,Entire home/apt,4,5,5,1,1,130.0,113,4.94,0,September,1
0,1,28803,Private room,6,4,2,1,1,90.0,118,4.9,0,September,0
1,1,28801,Entire home/apt,6,5,4,1,1,301.0,101,4.98,1,July,0
1,1,28801,Entire home/apt,5,5,2,1,1,230.0,152,4.86,1,June,1
1,1,28801,Private room,2,4,1,0,0,113.0,4,5.0,1,June,1
1,0,28806,Entire home/apt,2,5,5,0,1,135.0,105,4.99,1,June,0
1,1,28801,Entire home/apt,6,5,5,0,1,481.0,18,5.0,1,August,1
1,1,28801,Entire home/apt,6,5,5,1,1,381.0,8,5.0,1,August,1
1,1,28801,Entire home/apt,4,4,5,1,1,159.0,75,4.83,0,June,1
0,1,28806,Private room,2,4,1,1,1,130.0,17,4.71,0,June,1
0,1,28805,Entire home/apt,2,5,2,1,1,129.0,15,5.0,0,September,1
1,1,28806,Entire home/apt,2,5,0,1,1,134.0,3,5.0,1,August,1
1,0,28801,Private room,2,5,0,1,1,66.0,114,4.89,0,August,1
0,1,28803,Entire home/apt,2,3,5,1,1,50.0,32,4.65,0,June,0
1,1,28803,Private room,2,5,2,1,1,46.0,683,4.7,0,August,1
0,1,28804,Entire home/apt,2,4,2,1,1,88.0,125,4.74,1,June,1
1,1,28803,Entire home/apt,4,5,0,1,1,70.0,5,5.0,0,June,0
1,0,28715,Private room,2,4,4,1,1,55.0,73,4.93,0,June,0
0,1,28804,Entire home/apt,4,5,5,0,1,107.0,10,4.8,1,September,1
0,1,28801,Entire home/apt,4,4,1,0,1,221.0,307,4.97,0,August,1
1,1,28803,Entire home/apt,4,5,4,0,1,150.0,25,4.96,0,August,0
1,1,28803,Entire home/apt,3,5,3,1,1,45.0,196,4.93,1,August,0
0,1,28805,Entire home/apt,2,5,4,0,1,69.0,25,4.88,0,September,0
1,0,28704,Entire home/apt,8,5,5,1,1,325.0,36,4.97,1,June,0
1,1,28806,Entire home/apt,6,5,5,1,1,175.0,92,4.93,1,September,1
1,1,28806,Entire home/apt,4,5,4,1,1,156.0,62,4.82,0,September,0
1,1,28805,Entire home/apt,4,5,5,1,1,235.0,26,5.0,1,June,0
0,1,28805,Entire home/apt,2,4,4,0,1,60.0,12,4.67,0,September,0
1,0,28803,Entire home/apt,4,5,5,0,1,189.0,147,4.87,1,July,1
0,1,28806,Entire home/apt,4,4,4,0,1,83.0,10,4.9,1,September,1
0,1,28804,Entire home/apt,4,5,5,1,1,93.0,158,4.73,1,September,0
0,1,28804,Entire home/apt,2,5,5,1,1,130.0,74,4.96,0,June,0
1,0,28805,Entire home/apt,10,4,1,0,1,400.0,8,5.0,0,September,1
0,0,28732,Entire home/apt,4,5,5,0,1,175.0,1,5.0,1,June,0
0,0,28804,Entire home/apt,2,4,5,1,1,295.0,9,5.0,0,June,0
1,1,28803,Entire home/apt,3,5,5,0,1,89.0,77,4.94,1,September,1
1,1,28806,Entire home/apt,4,5,4,1,1,103.0,222,4.93,0,September,1
0,1,28806,Entire home/apt,14,5,5,1,1,264.0,10,4.7,0,June,1
1,1,28805,Entire home/apt,2,4,1,0,1,107.0,405,4.93,1,June,1
1,1,28806,Entire home/apt,5,5,5,1,1,155.0,3,5.0,0,August,0
0,1,28804,Entire home/apt,9,5,5,0,1,318.0,12,4.75,0,September,1
0,1,28806,Entire home/apt,4,5,4,0,1,44.0,406,4.75,1,June,0
1,1,28806,Private room,2,5,5,1,1,58.0,147,4.87,0,August,1
1,1,28801,Entire home/apt,6,5,3,1,1,186.0,70,4.99,1,July,0
1,1,28804,Entire home/apt,4,5,5,1,1,93.0,252,4.9,1,June,1
1,1,28801,Private room,2,5,3,0,1,57.0,1033,4.66,1,July,1
1,1,28804,Entire home/apt,6,5,5,1,1,325.0,154,4.96,0,July,0
1,1,28801,Entire home/apt,2,5,3,1,1,122.0,91,4.91,1,July,1
0,1,28806,Entire home/apt,2,5,4,1,1,85.0,235,4.8,1,August,1
0,0,28801,Private room,2,5,2,1,1,365.0,1,1.0,1,August,1
1,1,28804,Entire home/apt,8,5,5,1,1,249.0,14,5.0,0,September,1
1,1,28804,Entire home/apt,5,5,5,1,1,229.0,98,4.95,0,September,0
1,1,28801,Entire home/apt,4,5,5,0,1,239.0,21,5.0,0,September,1
0,1,28806,Entire home/apt,8,4,4,0,1,161.0,11,4.82,1,August,1
1,1,28806,Entire home/apt,4,5,5,1,1,229.0,40,4.98,1,July,1
1,1,28805,Entire home/apt,2,5,4,1,1,50.0,1,5.0,0,July,0
1,1,28801,Private room,2,4,1,0,0,113.0,7,5.0,1,August,1
1,1,28805,Entire home/apt,4,5,5,1,1,130.0,57,4.98,1,June,1
1,0,28732,Entire home/apt,4,2,0,0,1,95.0,2,5.0,1,July,1
1,1,28806,Entire home/apt,2,5,3,1,1,115.0,52,4.98,1,August,0
0,0,28801,Private room,2,4,1,1,1,140.0,12,5.0,0,July,0
1,1,28804,Entire home/apt,6,5,5,1,1,157.0,38,4.76,1,July,1
0,1,28806,Entire home/apt,2,5,2,1,1,101.0,228,4.73,0,June,0
0,1,28804,Entire home/apt,11,4,4,0,1,220.0,37,4.7,1,July,0
1,0,28803,Private room,2,5,1,1,1,69.0,11,4.91,0,June,1
1,0,28806,Entire home/apt,2,5,3,1,1,120.0,31,5.0,1,July,1
0,1,28806,Entire home/apt,2,5,4,1,1,126.0,127,4.83,0,August,1
0,1,28704,Entire home/apt,12,4,4,1,1,1014.0,1,5.0,1,August,1
0,1,28801,Private room,3,5,0,0,1,279.0,0,0.0,1,June,1
1,0,28704,Entire home/apt,6,5,5,0,1,152.0,49,4.96,1,August,0
1,1,28803,Entire home/apt,8,5,5,1,1,284.0,115,4.82,1,August,1
1,0,28801,Entire home/apt,4,5,5,0,0,227.0,27,4.96,0,August,1
0,1,28803,Entire home/apt,5,4,0,0,1,93.0,63,4.9,0,July,0
1,0,28803,Entire home/apt,16,5,5,1,1,1175.0,26,4.92,0,August,1
1,1,28803,Entire home/apt,2,5,3,1,1,100.0,72,4.88,1,June,1
0,1,28803,Entire home/apt,2,5,0,0,1,60.0,4,4.75,0,June,0
0,1,28803,Entire home/apt,2,5,4,1,1,40.0,105,4.56,0,September,0
1,1,28804,Entire home/apt,2,5,5,0,1,159.0,42,4.98,0,June,1
0,1,28806,Private room,2,5,0,1,1,99.0,49,4.94,0,August,0
0,1,28806,Entire home/apt,2,3,1,0,1,56.0,47,4.91,1,August,1
1,1,28801,Entire home/apt,4,5,5,1,1,125.0,173,4.84,1,July,0
1,1,28801,Entire home/apt,2,4,0,0,0,65.0,3,5.0,1,August,0
1,1,28806,Entire home/apt,2,5,4,1,1,110.0,41,5.0,1,June,1
0,0,28803,Entire home/apt,6,5,2,1,1,215.0,4,5.0,1,July,1
1,1,28803,Entire home/apt,6,5,5,0,1,155.0,18,5.0,1,August,1
1,0,28805,Entire home/apt,5,5,4,1,1,150.0,47,4.96,1,August,1
1,1,28806,Entire home/apt,2,5,5,1,1,75.0,121,4.99,0,June,0
1,1,28806,Entire home/apt,4,5,5,0,1,234.0,140,4.89,0,September,1
1,1,28806,Entire home/apt,3,3,1,0,1,85.0,43,4.74,1,June,1
1,1,28803,Entire home/apt,10,5,5,1,1,486.0,118,4.97,0,July,1
1,0,28804,Private room,2,5,1,0,1,132.0,104,4.98,1,July,1
1,1,28804,Entire home/apt,4,5,3,1,1,60.0,115,4.95,1,June,0
1,1,28804,Entire home/apt,14,5,5,1,1,410.0,179,4.93,0,July,0
0,1,28732,Entire home/apt,8,5,5,1,1,200.0,112,4.79,1,July,1
0,0,28801,Hotel room,2,4,0,0,1,393.0,0,0.0,1,September,1
1,0,28804,Entire home/apt,2,5,5,1,1,240.0,77,4.99,1,September,0
1,0,28801,Entire home/apt,4,5,5,1,1,149.0,25,5.0,0,June,1
1,1,28801,Entire home/apt,4,5,5,1,1,260.0,49,4.86,1,July,0
0,1,28806,Entire home/apt,4,5,2,1,1,151.0,41,5.0,0,August,0
1,1,28806,Entire home/apt,4,3,5,1,1,180.0,79,4.87,0,July,1
1,1,28805,Entire home/apt,8,5,5,1,1,176.0,53,4.98,0,August,1
1,1,28801,Entire home/apt,2,5,3,1,1,129.0,351,4.95,1,June,1
1,1,28801,Private room,3,5,1,0,1,283.0,2,5.0,1,August,1
1,0,28805,Entire home/apt,3,5,4,1,1,114.0,113,4.99,1,August,1
1,0,28801,Private room,2,5,5,1,1,124.0,100,4.7,0,July,1
1,1,28704,Entire home/apt,3,5,4,1,1,120.0,157,4.97,1,September,0
0,1,28804,Entire home/apt,4,5,2,1,1,80.0,0,0.0,0,July,0
1,0,28732,Private room,2,5,2,0,1,43.0,80,4.95,1,June,1
1,1,28805,Entire home/apt,4,5,5,1,1,140.0,145,4.98,0,September,0
1,1,28803,Entire home/apt,2,5,0,0,1,62.0,4,5.0,0,June,0
1,1,28805,Entire home/apt,4,5,5,1,1,293.0,26,4.88,1,June,0
1,1,28803,Entire home/apt,2,5,3,0,1,62.0,119,4.86,0,August,1
1,1,28801,Entire home/apt,4,5,3,0,1,153.0,120,4.93,1,August,0
1,1,28801,Entire home/apt,2,5,5,1,1,250.0,125,5.0,1,July,1
1,0,28806,Private room,2,5,2,1,1,66.0,216,4.89,1,September,1
1,1,28806,Entire home/apt,2,5,5,1,1,91.0,334,4.57,1,September,1
1,1,28803,Entire home/apt,4,5,4,1,1,136.0,207,4.97,0,June,0
0,0,28806,Entire home/apt,4,5,5,1,1,164.0,17,5.0,1,September,0
1,1,28801,Entire home/apt,2,5,4,1,1,85.0,217,4.64,1,August,1
1,0,28806,Entire home/apt,3,5,2,1,1,121.0,57,4.91,1,June,1
1,1,28804,Entire home/apt,14,5,5,1,1,287.0,196,4.92,0,September,1
1,0,28803,Private room,2,4,1,1,1,77.0,9,5.0,0,August,0
1,1,28804,Entire home/apt,4,4,1,0,1,155.0,547,4.99,0,September,0
0,1,28801,Entire home/apt,5,5,4,0,1,92.0,321,4.71,1,July,0
1,0,28806,Entire home/apt,10,4,5,0,1,275.0,19,4.89,1,August,1
1,0,28806,Entire home/apt,6,5,5,1,1,250.0,51,4.84,1,August,1
1,0,28806,Entire home/apt,5,5,4,1,1,75.0,203,4.8,0,September,0
1,1,28806,Entire home/apt,4,5,5,1,1,127.0,114,4.89,1,August,1
1,1,28805,Entire home/apt,16,5,5,1,1,167.0,35,4.83,1,September,1
1,1,28803,Entire home/apt,6,5,5,0,1,429.0,2,5.0,1,July,1
0,1,28704,Entire home/apt,10,4,4,0,1,182.0,7,4.86,1,September,1
1,1,28801,Entire home/apt,4,5,1,0,1,175.0,7,5.0,1,June,0
1,1,28806,Entire home/apt,10,5,3,1,1,153.0,30,4.93,1,August,1
0,1,28806,Entire home/apt,5,5,3,1,1,138.0,19,4.95,0,June,1
0,1,28806,Entire home/apt,3,5,4,1,1,102.0,216,4.81,1,June,1
1,0,28715,Entire home/apt,4,4,1,0,1,130.0,2,4.5,0,June,0
0,1,28801,Entire home/apt,2,4,4,0,1,94.0,175,4.37,1,August,1
1,1,28801,Entire home/apt,6,5,5,1,1,381.0,31,4.87,1,September,1
1,1,28806,Entire home/apt,2,5,5,1,1,59.0,109,4.92,0,June,0
1,1,28803,Entire home/apt,3,5,3,1,1,45.0,196,4.93,1,June,0
1,1,28803,Entire home/apt,2,5,3,0,1,56.0,105,4.84,0,July,1
0,1,28805,Entire home/apt,10,4,4,1,1,164.0,0,0.0,1,August,1
0,0,28801,Entire home/apt,2,4,0,0,0,200.0,0,0.0,0,June,0
0,0,28806,Entire home/apt,2,5,0,0,1,125.0,27,4.59,1,June,1
1,1,28806,Entire home/apt,4,5,5,1,1,229.0,39,4.97,1,June,1
1,1,28715,Entire home/apt,3,5,5,1,1,90.0,7,5.0,1,July,1
1,1,28801,Private room,2,5,3,1,1,167.0,95,4.94,1,August,1
0,1,28803,Entire home/apt,10,5,1,0,1,238.0,6,5.0,1,July,0
0,1,28806,Entire home/apt,2,5,2,1,1,80.0,247,4.71,0,September,1
0,1,28801,Entire home/apt,2,4,4,0,1,94.0,51,4.61,1,September,1
0,0,28805,Entire home/apt,2,5,3,0,0,303.0,0,0.0,1,August,0
0,1,28803,Entire home/apt,8,5,5,1,1,275.0,1,5.0,0,June,1
1,1,28806,Entire home/apt,2,5,3,1,1,95.0,32,5.0,0,July,1
0,1,28801,Entire home/apt,4,5,0,1,1,220.0,4,5.0,0,August,0
1,1,28732,Entire home/apt,6,5,5,1,1,200.0,197,4.94,0,July,1
1,1,28806,Entire home/apt,6,5,5,1,1,124.0,78,4.97,1,June,1
1,1,28805,Entire home/apt,4,5,5,0,1,79.0,82,4.84,0,July,0
1,0,28806,Entire home/apt,2,2,0,1,1,19.0,16,4.63,1,August,1
1,1,28804,Entire home/apt,6,5,5,0,1,101.0,242,4.9,1,August,1
0,1,28805,Entire home/apt,3,5,3,1,1,171.0,8,4.63,0,September,0
1,1,28806,Entire home/apt,4,5,4,0,1,142.0,52,4.92,0,July,1
1,1,28803,Entire home/apt,6,5,5,1,1,233.0,70,4.89,1,July,1
1,1,28803,Private room,2,5,2,1,1,33.0,140,4.86,1,June,0
1,1,28805,Private room,4,5,3,0,1,99.0,57,5.0,0,July,1
1,1,28806,Entire home/apt,2,5,2,1,1,99.0,223,4.92,0,June,0
1,0,28806,Private room,2,2,0,1,1,29.0,25,4.88,0,June,1
1,1,28801,Entire home/apt,6,5,3,1,1,164.0,230,4.9,1,June,1
1,1,28804,Entire home/apt,4,5,5,1,1,153.0,298,4.86,1,June,1
0,1,28801,Private room,2,4,0,0,1,70.0,39,4.89,0,August,0
1,1,28805,Entire home/apt,6,5,5,1,1,156.0,33,4.88,1,August,1
1,1,28732,Entire home/apt,4,5,5,1,1,103.0,18,4.94,1,September,1
0,1,28803,Entire home/apt,4,5,0,0,1,74.0,0,0.0,0,July,0
1,1,28801,Private room,2,5,3,0,1,75.0,75,4.88,1,September,0
0,1,28732,Entire home/apt,4,4,2,0,1,55.0,0,0.0,0,July,0
1,1,28801,Entire home/apt,4,5,3,1,1,144.0,95,4.97,0,September,1
0,0,28805,Entire home/apt,4,5,5,0,1,137.0,8,5.0,1,June,0
0,1,28805,Entire home/apt,4,5,0,1,1,139.0,12,5.0,1,August,0
0,1,28803,Entire home/apt,4,5,4,0,1,89.0,219,4.86,0,June,1
1,1,28804,Entire home/apt,2,5,3,1,1,92.0,329,4.98,1,September,1
1,1,28801,Entire home/apt,2,5,1,0,1,95.0,38,5.0,1,August,1
1,1,28801,Entire home/apt,6,4,5,1,1,481.0,10,5.0,1,July,1
1,0,28805,Entire home/apt,2,4,2,0,1,104.0,37,5.0,0,September,1
1,1,28801,Private room,2,4,0,0,1,226.0,6,4.83,1,July,1
1,1,28806,Entire home/apt,6,5,5,1,1,250.0,3,5.0,0,July,0
1,1,28801,Entire home/apt,2,5,4,1,1,51.0,142,4.88,0,July,0
0,0,28806,Entire home/apt,8,5,5,1,1,218.0,6,5.0,0,June,0
1,1,28806,Private room,2,5,5,0,1,59.0,10,4.9,1,September,0
1,1,28806,Entire home/apt,4,3,5,1,1,152.0,82,4.89,0,September,1
1,1,28803,Entire home/apt,8,4,1,0,1,300.0,35,4.79,0,September,0
1,1,28806,Entire home/apt,2,5,5,1,1,93.0,338,4.95,0,June,0
1,0,28801,Entire home/apt,2,5,4,0,1,62.0,0,0.0,1,June,0
1,1,28805,Private room,4,5,2,0,1,67.0,284,4.98,1,July,1
1,1,28806,Entire home/apt,2,5,5,1,1,99.0,135,4.71,1,August,1
1,1,28804,Entire home/apt,4,5,5,1,1,213.0,6,5.0,1,September,0
1,1,28801,Entire home/apt,6,4,5,0,1,481.0,40,4.88,1,July,1
1,0,28806,Entire home/apt,4,2,0,1,1,19.0,31,4.61,1,June,1
